-4.985715,18.91,1.958667,-0.01543334,0.03083016,0.1008005,0.9943091
-4.985715,18.91,1.958667,-0.01543334,0.03083016,0.1008005,0.9943091
-4.983383,18.91709,1.963565,-0.01612512,0.03089495,0.1015582,0.994219
-4.983383,18.91709,1.963565,-0.01612512,0.03089495,0.1015582,0.994219
-4.981619,18.91706,1.965447,-0.01633561,0.03088841,0.1019679,0.9941739
-4.981619,18.91706,1.965447,-0.01633561,0.03088841,0.1019679,0.9941739
-4.983486,18.92605,1.96354,-0.01656911,0.03085677,0.1020318,0.9941644
-4.979147,18.91857,1.961165,-0.01676313,0.03085987,0.1020547,0.9941588
-4.979147,18.91857,1.961165,-0.01676313,0.03085987,0.1020547,0.9941588
-4.976812,18.91564,1.962801,-0.01674101,0.03089739,0.1019991,0.9941636
-4.976812,18.91564,1.962801,-0.01674101,0.03089739,0.1019991,0.9941636
-4.973178,18.91342,1.966812,-0.01701554,0.03089753,0.1021206,0.9941465
-4.971756,18.90956,1.967915,-0.01679634,0.03089354,0.1021102,0.9941515
-4.971756,18.90956,1.967915,-0.01679634,0.03089354,0.1021102,0.9941515
-4.968172,18.89347,1.964271,-0.01623784,0.03090544,0.1018615,0.9941858
-4.968172,18.89347,1.964271,-0.01623784,0.03090544,0.1018615,0.9941858
-4.968301,18.89462,1.960531,-0.01593007,0.03100656,0.1014118,0.9942336
-4.966951,18.89573,1.955624,-0.01623119,0.03106385,0.1012334,0.9942451
-4.966951,18.89573,1.955624,-0.01623119,0.03106385,0.1012334,0.9942451
-4.965975,18.88883,1.950595,-0.01672289,0.03116987,0.1011509,0.9942421
-4.965975,18.88883,1.950595,-0.01672289,0.03116987,0.1011509,0.9942421
-4.967019,18.88008,1.945456,-0.01682012,0.03127993,0.1009175,0.9942607
-4.964747,18.87298,1.939616,-0.01656684,0.03148108,0.1011727,0.9942327
-4.964747,18.87298,1.939616,-0.01656684,0.03148108,0.1011727,0.9942327
-4.97066,18.86563,1.933793,-0.01584349,0.03168075,0.1011508,0.9942403
-4.97066,18.86563,1.933793,-0.01584349,0.03168075,0.1011508,0.9942403
-4.976544,18.85453,1.930575,-0.01490452,0.03183257,0.1006712,0.9942987
-4.981769,18.84259,1.926082,-0.01401257,0.03193876,0.1001001,0.9943659
-4.981769,18.84259,1.926082,-0.01401257,0.03193876,0.1001001,0.9943659
-4.988041,18.83413,1.923684,-0.01304289,0.03205414,0.09937834,0.9944478
-4.988041,18.83413,1.923684,-0.01304289,0.03205414,0.09937834,0.9944478
-4.995609,18.82713,1.921265,-0.01230256,0.03218865,0.09843455,0.9945467
-5.000019,18.81943,1.919612,-0.01215359,0.03225684,0.09751897,0.9946366
-5.000019,18.81943,1.919612,-0.01215359,0.03225684,0.09751897,0.9946366
-5.003511,18.81277,1.919357,-0.01191737,0.03234768,0.0967117,0.9947152
-5.003511,18.81277,1.919357,-0.01191737,0.03234768,0.0967117,0.9947152
-5.00614,18.80804,1.918609,-0.01150056,0.03244468,0.09601149,0.9947848
-5.00217,18.81103,1.916142,-0.01134176,0.03258642,0.09622697,0.9947613
-5.00217,18.81103,1.916142,-0.01134176,0.03258642,0.09622697,0.9947613
-4.996681,18.81621,1.916093,-0.01180784,0.03272862,0.09754381,0.9946229
-4.996681,18.81621,1.916093,-0.01180784,0.03272862,0.09754381,0.9946229
-4.989914,18.82422,1.915131,-0.01235994,0.03300169,0.09920166,0.9944432
-4.980174,18.83176,1.915513,-0.01286945,0.0334608,0.1017214,0.9941668
-4.980174,18.83176,1.915513,-0.01286945,0.0334608,0.1017214,0.9941668
-4.968791,18.83658,1.914764,-0.01342599,0.03398702,0.1041241,0.9938928
-4.968791,18.83658,1.914764,-0.01342599,0.03398702,0.1041241,0.9938928
-4.955404,18.83959,1.90676,-0.01357262,0.03469456,0.1053578,0.9937363
-4.955404,18.83959,1.90676,-0.01357262,0.03469456,0.1053578,0.9937363
-4.937357,18.84811,1.898175,-0.01508511,0.03558719,0.1070073,0.9935067
-4.937357,18.84811,1.898175,-0.01508511,0.03558719,0.1070073,0.9935067
-4.918252,18.85608,1.897023,-0.01536269,0.03650123,0.1084262,0.9933153
-4.918252,18.85608,1.897023,-0.01536269,0.03650123,0.1084262,0.9933153
-4.900341,18.87476,1.899042,-0.01532207,0.03766354,0.1104775,0.9930465
-4.883241,18.8913,1.899129,-0.0155528,0.03901087,0.1113268,0.9928961
-4.883241,18.8913,1.899129,-0.0155528,0.03901087,0.1113268,0.9928961
-4.867761,18.91432,1.890023,-0.01627605,0.04057794,0.1110149,0.9928566
-4.867761,18.91432,1.890023,-0.01627605,0.04057794,0.1110149,0.9928566
-4.854881,18.93441,1.876404,-0.01666936,0.04208501,0.1100103,0.9928992
-4.843235,18.95272,1.863426,-0.01699827,0.04364975,0.1086678,0.9929739
-4.843235,18.95272,1.863426,-0.01699827,0.04364975,0.1086678,0.9929739
-4.830383,18.97844,1.85149,-0.01780693,0.04529733,0.1070036,0.9930667
-4.830383,18.97844,1.85149,-0.01780693,0.04529733,0.1070036,0.9930667
-4.815769,19.00286,1.843959,-0.01867009,0.04721163,0.1058321,0.9930871
-4.80216,19.03315,1.841468,-0.01805227,0.04908879,0.1059606,0.9929939
-4.80216,19.03315,1.841468,-0.01805227,0.04908879,0.1059606,0.9929939
-4.784691,19.06008,1.830066,-0.01916965,0.05187887,0.1019137,0.9932547
-4.784691,19.06008,1.830066,-0.01916965,0.05187887,0.1019137,0.9932547
-4.760885,19.08695,1.817905,-0.01854556,0.05485016,0.1002223,0.993279
-4.760885,19.08695,1.817905,-0.01854556,0.05485016,0.1002223,0.993279
-4.735351,19.1136,1.805768,-0.01722722,0.05818365,0.09920409,0.9932152
-4.709493,19.13663,1.795425,-0.01554407,0.06109887,0.09790496,0.9931969
-4.709493,19.13663,1.795425,-0.01554407,0.06109887,0.09790496,0.9931969
-4.681549,19.15602,1.787241,-0.01524282,0.06373457,0.09568014,0.9932527
-4.681549,19.15602,1.787241,-0.01524282,0.06373457,0.09568014,0.9932527
-4.640044,19.17664,1.80784,-0.01148364,0.06806219,0.1013941,0.992449
-4.609367,19.21954,1.842393,-0.008602747,0.07144868,0.1083017,0.9915099
-4.609367,19.21954,1.842393,-0.008602747,0.07144868,0.1083017,0.9915099
-4.589208,19.27078,1.894734,-0.009263908,0.07278633,0.1084581,0.9913895
-4.589208,19.27078,1.894734,-0.009263908,0.07278633,0.1084581,0.9913895
-4.568597,19.33326,1.946475,-0.01275098,0.07291988,0.1036075,0.9918597
-4.568597,19.33326,1.946475,-0.01275098,0.07291988,0.1036075,0.9918597
-4.548182,19.37935,1.979432,-0.01533796,0.07325942,0.09989243,0.9921792
-4.548182,19.37935,1.979432,-0.01533796,0.07325942,0.09989243,0.9921792
-4.522877,19.41617,2.007379,-0.01715522,0.074031,0.09519848,0.9925535
-4.496618,19.44462,2.027994,-0.01863303,0.07579623,0.08891346,0.9929764
-4.496618,19.44462,2.027994,-0.01863303,0.07579623,0.08891346,0.9929764
-4.479786,19.49333,2.046118,-0.02131986,0.07785925,0.07894047,0.9936054
-4.457278,19.52235,2.056944,-0.024257,0.07855096,0.06741885,0.994332
-4.457278,19.52235,2.056944,-0.024257,0.07855096,0.06741885,0.994332
-4.438196,19.55995,2.067751,-0.02812446,0.07868531,0.05438595,0.9950175
-4.438196,19.55995,2.067751,-0.02812446,0.07868531,0.05438595,0.9950175
-4.424882,19.58384,2.094794,-0.03592689,0.07868696,0.04619502,0.9951802
-4.397641,19.58284,2.107329,-0.04008043,0.08026277,0.03607864,0.9953139
-4.397641,19.58284,2.107329,-0.04008043,0.08026277,0.03607864,0.9953139
-4.359587,19.55943,2.118984,-0.04634738,0.08294728,0.02291813,0.9952118
-4.359587,19.55943,2.118984,-0.04634738,0.08294728,0.02291813,0.9952118
-4.318588,19.53889,2.130699,-0.05637793,0.08427729,0.01292699,0.9947622
-4.26761,19.53659,2.124063,-0.07001573,0.08501766,0.003749871,0.9939094
-4.26761,19.53659,2.124063,-0.07001573,0.08501766,0.003749871,0.9939094
-4.26761,19.53659,2.124063,-0.07001573,0.08501766,0.003749871,0.9939094
-4.173239,19.5967,2.076531,-0.09366261,0.08950623,0.005303883,0.9915583
-4.173239,19.5967,2.076531,-0.09366261,0.08950623,0.005303883,0.9915583
-4.10651,19.54891,2.042488,-0.1028802,0.0940704,0.0161076,0.9901045
-4.10651,19.54891,2.042488,-0.1028802,0.0940704,0.0161076,0.9901045
-4.0811,19.55781,1.98464,-0.1093667,0.09676366,0.02479846,0.9889696
-4.0811,19.55781,1.98464,-0.1093667,0.09676366,0.02479846,0.9889696
-4.064999,19.70507,2.059441,-0.1138402,0.09894305,0.04931024,0.9873294
-4.064999,19.70507,2.059441,-0.1138402,0.09894305,0.04931024,0.9873294
-4.011105,19.83335,2.110051,-0.1173751,0.1027803,0.08315504,0.9842482
-4.011105,19.83335,2.110051,-0.1173751,0.1027803,0.08315504,0.9842482
-3.992059,19.94597,2.086207,-0.1335657,0.104114,0.08577584,0.9818162
-3.992059,19.94597,2.086207,-0.1335657,0.104114,0.08577584,0.9818162
-3.967883,20.12569,2.01405,-0.1616363,0.1085247,0.08103261,0.9775121
-3.967883,20.12569,2.01405,-0.1616363,0.1085247,0.08103261,0.9775121
-3.959905,20.17699,2.020489,-0.1574731,0.111932,0.08218816,0.9777108
-3.821103,20.12169,2.066587,-0.1547489,0.1249052,0.06310908,0.9779922
-3.821103,20.12169,2.066587,-0.1547489,0.1249052,0.06310908,0.9779922
-3.781815,20.19208,2.025701,-0.1660739,0.1244181,0.06899922,0.9757965
-3.781815,20.19208,2.025701,-0.1660739,0.1244181,0.06899922,0.9757965
-3.744499,20.23209,2.010577,-0.1747517,0.1258459,0.06699695,0.9742362
-3.712726,20.30103,1.946383,-0.1976894,0.1261087,0.06273801,0.9700926
-3.712726,20.30103,1.946383,-0.1976894,0.1261087,0.06273801,0.9700926
-3.664133,20.28937,1.868206,-0.2082467,0.1284866,0.0598272,0.9677527
-3.664133,20.28937,1.868206,-0.2082467,0.1284866,0.0598272,0.9677527
-3.616814,20.27179,1.816455,-0.2019446,0.1337643,0.06157206,0.9682636
-3.582782,20.29312,1.79751,-0.195636,0.1372994,0.07378064,0.9682107
-3.582782,20.29312,1.79751,-0.195636,0.1372994,0.07378064,0.9682107
-3.55729,20.34622,1.781923,-0.1967833,0.1382023,0.08437716,0.9669834
-3.55729,20.34622,1.781923,-0.1967833,0.1382023,0.08437716,0.9669834
-3.540433,20.37863,1.716777,-0.2253944,0.1397065,0.09285248,0.9597177
-3.540433,20.37863,1.716777,-0.2253944,0.1397065,0.09285248,0.9597177
-3.538697,20.40251,1.661278,-0.2430157,0.1396731,0.1111175,0.9534609
-3.543943,20.41884,1.621184,-0.2540171,0.1397033,0.1272917,0.9485543
-3.543943,20.41884,1.621184,-0.2540171,0.1397033,0.1272917,0.9485543
-3.558192,20.43953,1.587095,-0.2625482,0.1394059,0.1378394,0.9447935
-3.558192,20.43953,1.587095,-0.2625482,0.1394059,0.1378394,0.9447935
-3.572644,20.44762,1.557222,-0.2668287,0.1385167,0.1381017,0.9436861
-3.583283,20.45471,1.531793,-0.2707134,0.137601,0.1353589,0.9431109
-3.583283,20.45471,1.531793,-0.2707134,0.137601,0.1353589,0.9431109
-3.585656,20.45163,1.504953,-0.2725559,0.1376512,0.1305247,0.9432544
-3.585656,20.45163,1.504953,-0.2725559,0.1376512,0.1305247,0.9432544
-3.586758,20.44286,1.47989,-0.2735926,0.1377044,0.1261144,0.9435464
-3.58806,20.43511,1.452804,-0.2742124,0.1377825,0.1234666,0.9437053
-3.58806,20.43511,1.452804,-0.2742124,0.1377825,0.1234666,0.9437053
-3.587725,20.41543,1.433111,-0.2746784,0.1372061,0.1200258,0.9440975
-3.587725,20.41543,1.433111,-0.2746784,0.1372061,0.1200258,0.9440975
-3.587175,20.36593,1.414621,-0.2724295,0.1366019,0.1148051,0.9454851
-3.587267,20.32774,1.399823,-0.271098,0.1364153,0.1116694,0.9462699
-3.587267,20.32774,1.399823,-0.271098,0.1364153,0.1116694,0.9462699
-3.583058,20.27011,1.397174,-0.2691752,0.1358348,0.1095878,0.9471453
-3.583058,20.27011,1.397174,-0.2691752,0.1358348,0.1095878,0.9471453
